"","cancion_nombre","cancion_popularidad","cancion_artista","cancion_artista_completo","cancion_album","cancion_numero","pais_nombre","feature_bailabilidad","feature_energia","feature_clave","feature_fuerza","feature_modo","feature_hablado","feature_acustico","feature_instrumental","feature_en_vivo","feature_positividad","feature_tempo","feature_duracion_ms","feature_tiempo_compas","album_fecha"
"359","Ella Quiere Beber - Remix",59,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",6,"Honduras",0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"360","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",7,"Honduras",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"361","Bubalu",81,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",8,"Honduras",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"362","Amanece",87,"Anuel Aa","Anuel Aa feat. Haze","Amanece",9,"Honduras",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"363","Ni Gucci Ni Prada",80,"Kenny Man","Kenny Man","Ni Gucci Ni Prada",10,"Honduras",0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"2018-09-14"
"364","Vaina Loca",83,"Ozuna","Ozuna feat. Manuel Turizo","Aura",11,"Honduras",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"365","Desconocidos",87,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos",12,"Honduras",0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"366","Culpables",80,"Karol G","Karol G feat. Anuel Aa","Culpables",13,"Honduras",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"367","Cuando Te Besé",81,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",14,"Honduras",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"368","BEBE (feat. Anuel Aa)",81,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",15,"Honduras",0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"369","NI BIEN NI MAL",82,"Bad Bunny","Bad Bunny","X 100PRE",16,"Honduras",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"2018-12-23"
"370","Quiere Beber",50,"Anuel Aa","Anuel Aa","Real Hasta la Muerte",17,"Honduras",0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"371","thank u, next",64,"Ariana Grande","Ariana Grande","thank u, next",18,"Honduras",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"2018-11-03"
"372","Mocca",69,"Lalo Ebratt","Lalo Ebratt feat. Trapical","Mocca",19,"Honduras",0.786,0.695,1,-5.343,0,0.353,0.185,0,0.123,0.591,97.957,200293,4,"2018-04-27"
"373","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)",20,"Honduras",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"374","Otra Noche en Miami",75,"Bad Bunny","Bad Bunny","X 100PRE",21,"Honduras",0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,"2018-12-23"
"375","Reggaeton",83,"J Balvin","J Balvin","Reggaeton",22,"Honduras",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"376","Imposible",79,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible",23,"Honduras",0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"377","Créeme",83,"Karol G","Karol G feat. Maluma","Créeme",24,"Honduras",0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"2018-11-02"
"378","Estamos Bien",76,"Bad Bunny","Bad Bunny","X 100PRE",25,"Honduras",0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208080,4,"2018-12-23"
"379","Ya No Tiene Novio",80,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio",26,"Honduras",0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"380","Mala Mía",78,"Maluma","Maluma","Mala Mía",27,"Honduras",0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"381","Hipócrita",50,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte",28,"Honduras",0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"382","Caro",79,"Bad Bunny","Bad Bunny","X 100PRE",29,"Honduras",0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,"2018-12-23"
"383","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)",30,"Honduras",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"384","La Player (Bandolera)",79,"Zion & Lennox","Zion & Lennox","La Player (Bandolera)",31,"Honduras",0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"2018-02-16"
"385","Si Estuviésemos Juntos",81,"Bad Bunny","Bad Bunny","X 100PRE",32,"Honduras",0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4,"2018-12-23"
"386","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras",33,"Honduras",0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"387","Sunflower - Spider-Man: Into the Spider-Verse",95,"Post Malone","Post Malone feat. Swae Lee","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)",34,"Honduras",0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,"2018-12-14"
"388","Amigos Con Derechos",81,"Reik","Reik feat. Maluma","Amigos Con Derechos",35,"Honduras",0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"2018-08-31"
"389","PPP",79,"Kevin Roldan","Kevin Roldan","PPP",36,"Honduras",0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"2018-09-07"
"390","Subete",66,"Lary Over","Lary Over feat. Lirico En La Casa","Subete",37,"Honduras",0.888,0.864,10,-2.11,0,0.127,0.609,2.07e-05,0.106,0.77,115.96,224019,4,"2018-09-06"
"391","Está Rico",76,"Marc Anthony","Marc Anthony feat. Will Smith feat. Bad Bunny","Está Rico",38,"Honduras",0.817,0.74,11,-4.566,0,0.283,0.266,0,0.0992,0.674,130.04,215151,4,"2018-09-28"
"392","Ibiza",78,"Ozuna","Ozuna feat. Romeo Santos","Aura",39,"Honduras",0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,"2018-08-24"
"393","Puntos Suspensivos",79,"Piso 21","Piso 21","Ubuntu",40,"Honduras",0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,"2018-05-11"
"394","Cuando Perriabas",75,"Bad Bunny","Bad Bunny","X 100PRE",41,"Honduras",0.787,0.705,0,-7.582,1,0.0695,0.137,1.06e-06,0.108,0.499,81.998,188654,4,"2018-12-23"
"395","Bohemian Rhapsody - Remastered 2011",78,"Queen","Queen","A Night At The Opera (Deluxe Remastered Version)",42,"Honduras",0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4,"1975-11-21"
"396","Mocca - Remix",73,"Lalo Ebratt","Lalo Ebratt feat. J Balvin feat. Trapical","Mocca (Remix)",43,"Honduras",0.732,0.758,11,-1.694,1,0.189,0.213,0,0.388,0.78,98.007,202876,4,"2018-10-05"
"397","Sola",78,"Manuel Turizo","Manuel Turizo","Sola",44,"Honduras",0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,"2018-11-09"
"398","Girls Like You (feat. Cardi B)",79,"Maroon 5","Maroon 5 feat. Cardi B","Red Pill Blues (Deluxe)",45,"Honduras",0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,"2018-06-15"
"399","I Like It",86,"Cardi B","Cardi B feat. Bad Bunny feat. J Balvin","Invasion of Privacy",46,"Honduras",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,"2018-04-06"
"400","A Través Del Vaso",75,"Grupo Arranke","Grupo Arranke","A Través Del Vaso",47,"Honduras",0.612,0.694,5,-2.979,1,0.0297,0.358,1.31e-05,0.347,0.92,143.851,188662,3,"2017-10-25"
"401","200 Mph",76,"Bad Bunny","Bad Bunny feat. Diplo feat. Nitti Gritti","X 100PRE",48,"Honduras",0.85,0.5,8,-6.708,1,0.0665,0.0139,0.000384,0.0947,0.816,160.02,170509,4,"2018-12-23"
"402","La Romana",80,"Bad Bunny","Bad Bunny feat. El Alfa","X 100PRE",49,"Honduras",0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4,"2018-12-23"
"403","Déjala que vuelva (feat. Manuel Turizo)",70,"Piso 21","Piso 21 feat. Manuel Turizo","Ubuntu",50,"Honduras",0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,"2018-05-11"
"404","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",1,"Guatemala",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"405","Adan y Eva",87,"Paulo Londra","Paulo Londra","Adan y Eva",2,"Guatemala",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"406","Desconocidos",87,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos",3,"Guatemala",0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"407","MIA (feat. Drake)",88,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",4,"Guatemala",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"408","Ella Quiere Beber - Remix",59,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",5,"Guatemala",0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"409","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",6,"Guatemala",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"410","Vaina Loca",83,"Ozuna","Ozuna feat. Manuel Turizo","Aura",7,"Guatemala",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"411","Cuando Te Besé",81,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",8,"Guatemala",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"412","Bubalu",81,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",9,"Guatemala",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"413","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE",10,"Guatemala",0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"414","Créeme",83,"Karol G","Karol G feat. Maluma","Créeme",11,"Guatemala",0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"2018-11-02"
"415","Adictiva",84,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",12,"Guatemala",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"416","Amanece",87,"Anuel Aa","Anuel Aa feat. Haze","Amanece",13,"Guatemala",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"417","Imposible",79,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible",14,"Guatemala",0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"418","Ya No Tiene Novio",80,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio",15,"Guatemala",0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"419","Reggaeton",83,"J Balvin","J Balvin","Reggaeton",16,"Guatemala",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"420","Culpables",80,"Karol G","Karol G feat. Anuel Aa","Culpables",17,"Guatemala",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"421","Nunca Es Suficiente",67,"Los Angeles Azules","Los Angeles Azules feat. Natalia Lafourcade","Esto Sí Es Cumbia",18,"Guatemala",0.789,0.518,2,-5.417,0,0.0406,0.398,0,0.0891,0.78,94.001,266213,4,"2018-06-08"
"422","BEBE (feat. Anuel Aa)",81,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",19,"Guatemala",0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"423","La Player (Bandolera)",79,"Zion & Lennox","Zion & Lennox","La Player (Bandolera)",20,"Guatemala",0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"2018-02-16"
"424","Quiere Beber",50,"Anuel Aa","Anuel Aa","Real Hasta la Muerte",21,"Guatemala",0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"425","PPP",79,"Kevin Roldan","Kevin Roldan","PPP",22,"Guatemala",0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"2018-09-07"
"426","Amigos Con Derechos",81,"Reik","Reik feat. Maluma","Amigos Con Derechos",23,"Guatemala",0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"2018-08-31"
"427","Baby Girl (feat. Lalo Ebratt)",77,"Mario Bautista","Mario Bautista feat. Lalo Ebratt","Baby Girl (feat. Lalo Ebratt)",24,"Guatemala",0.804,0.705,1,-5.272,1,0.199,0.0275,0.000138,0.202,0.45,103.009,218470,4,"2018-08-17"
"428","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras",25,"Guatemala",0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"429","Mala Mía",78,"Maluma","Maluma","Mala Mía",26,"Guatemala",0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"430","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)",27,"Guatemala",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"431","Puntos Suspensivos",79,"Piso 21","Piso 21","Ubuntu",28,"Guatemala",0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,"2018-05-11"
"432","Sola",78,"Manuel Turizo","Manuel Turizo","Sola",29,"Guatemala",0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,"2018-11-09"
"433","thank u, next",64,"Ariana Grande","Ariana Grande","thank u, next",30,"Guatemala",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"2018-11-03"
"434","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)",31,"Guatemala",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"435","Ibiza",78,"Ozuna","Ozuna feat. Romeo Santos","Aura",32,"Guatemala",0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,"2018-08-24"
"436","Sunflower - Spider-Man: Into the Spider-Verse",95,"Post Malone","Post Malone feat. Swae Lee","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)",33,"Guatemala",0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,"2018-12-14"
"437","NI BIEN NI MAL",82,"Bad Bunny","Bad Bunny","X 100PRE",34,"Guatemala",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"2018-12-23"
"438","Te Vi",88,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",35,"Guatemala",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"439","Por Perro",70,"Sebastian Yatra","Sebastian Yatra feat. Luis Figueroa feat. Lary Over","MANTRA",36,"Guatemala",0.684,0.762,0,-5.18,1,0.0501,0.429,0,0.0852,0.892,172.009,245440,4,"2018-05-18"
"440","Déjalo",76,"Nacho","Nacho feat. Manuel Turizo","Déjalo",37,"Guatemala",0.743,0.795,11,-5.733,1,0.0732,0.199,0,0.0577,0.682,95.003,202893,4,"2018-11-30"
"441","A Través Del Vaso",75,"Grupo Arranke","Grupo Arranke","A Través Del Vaso",38,"Guatemala",0.612,0.694,5,-2.979,1,0.0297,0.358,1.31e-05,0.347,0.92,143.851,188662,3,"2017-10-25"
"442","Hipócrita",50,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte",39,"Guatemala",0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"443","Caro",79,"Bad Bunny","Bad Bunny","X 100PRE",40,"Guatemala",0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,"2018-12-23"
"444","Déjala que vuelva (feat. Manuel Turizo)",70,"Piso 21","Piso 21 feat. Manuel Turizo","Ubuntu",41,"Guatemala",0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,"2018-05-11"
"445","Reggaetón en lo Oscuro",77,"Wisin & Yandel","Wisin & Yandel","Los Campeones del Pueblo ""The Big Leagues""",42,"Guatemala",0.747,0.898,1,-3.683,1,0.0709,0.0613,1.66e-06,0.0886,0.689,91.97,208947,4,"2018-12-14"
"446","Ni Gucci Ni Prada",80,"Kenny Man","Kenny Man","Ni Gucci Ni Prada",43,"Guatemala",0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"2018-09-14"
"447","Epa Wei",75,"Danny Ocean","Danny Ocean","Epa Wei",44,"Guatemala",0.688,0.82,6,-4.715,0,0.155,0.233,0,0.091,0.804,107.833,208254,4,"2018-08-10"
"448","Estamos Bien",76,"Bad Bunny","Bad Bunny","X 100PRE",45,"Guatemala",0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208080,4,"2018-12-23"
"449","Nena Maldición (feat. Lenny Tavárez)",75,"Paulo Londra","Paulo Londra feat. Lenny Tavárez","Nena Maldición (feat. Lenny Tavárez)",46,"Guatemala",0.762,0.631,6,-4.837,1,0.0544,0.178,0,0.146,0.379,118.969,228875,4,"2018-01-30"
"450","Me Rehúso",79,"Danny Ocean","Danny Ocean","Me Rehúso",47,"Guatemala",0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715,4,"2017-06-16"
"451","Está Rico",76,"Marc Anthony","Marc Anthony feat. Will Smith feat. Bad Bunny","Está Rico",48,"Guatemala",0.817,0.74,11,-4.566,0,0.283,0.266,0,0.0992,0.674,130.04,215151,4,"2018-09-28"
"452","Fíjate Que Si",70,"Edwin Luna y La Trakalosa de Monterrey","Edwin Luna y La Trakalosa de Monterrey","Fíjate Que Si",49,"Guatemala",0.69,0.434,4,-4.455,1,0.033,0.385,0,0.104,0.617,115.476,204587,3,"2018-01-05"
"453","Girls Like You (feat. Cardi B)",79,"Maroon 5","Maroon 5 feat. Cardi B","Red Pill Blues (Deluxe)",50,"Guatemala",0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,"2018-06-15"
"454","Soltera - Remix",92,"Lunay","Lunay feat. Daddy Yankee feat. Bad Bunny","Soltera (Remix)",1,"España",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,4,"2019-05-10"
"455","Con Altura",90,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura",2,"España",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"456","Qué pasó?",42,"J.Beren","J.Beren feat. Nassim","Qué pasó?",3,"España",0.678,0.717,11,-5.365,0,0.245,0.202,0,0.892,0.654,82.201,181084,4,"2019-05-17"
"457","La Playa",83,"Myke Towers","Myke Towers","La Playa",4,"España",0.796,0.683,10,-2.754,0,0.15,0.108,0,0.107,0.353,140.108,207731,4,"2019-04-09"
"458","Apagar la luz (feat. Gustavo Elis)",43,"Polo Nandez","Polo Nandez feat. Gustavo Elis","Apagar la luz (feat. Gustavo Elis)",5,"España",0.445,0.78,0,-6.525,1,0.121,0.573,0,0.135,0.712,100.008,190081,3,"2019-05-10"
"459","Contando Lunares (feat. Cruz Cafuné)",79,"Don Patricio","Don Patricio feat. Cruz Cafuné","La Dura Vida del Joven Rapero",6,"España",0.856,0.523,4,-10.481,0,0.131,0.444,0,0.0537,0.709,105.935,219667,4,"2019-01-27"
"460","Tal Vez",90,"Paulo Londra","Paulo Londra","Tal Vez",7,"España",0.849,0.655,8,-2.899,1,0.106,0.266,0,0.0781,0.76,161.966,264483,4,"2019-04-03"
"461","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir",8,"España",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"462","Tiempo",47,"Albert Gonzalez","Albert Gonzalez feat. J.Beren feat. Kira Brown","Tiempo",9,"España",0.88,0.6,0,-8.21,1,0.0924,0.282,8.94e-05,0.0872,0.535,95.015,192000,4,"2019-04-05"
"463","Otro Trago",94,"Sech","Sech feat. Darell","Sueños",10,"España",0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4,"2019-04-19"
"464","Pa Mí - Remix",87,"Dalex","Dalex feat. Rafa Pabön feat. Khea feat. Sech feat. Feid feat. Cazzu feat. Lenny Tavárez","Climaxxx",11,"España",0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,4,"2019-05-10"
"465","De Beber",30,"Crusy","Crusy feat. Jose De Mara feat. NORII","God Save The Groove Vol. 2: The Miami Edition (Mixed By Kryder)",12,"España",0.694,0.974,9,-2.449,0,0.105,0.00518,0.0593,0.131,0.592,125.007,174240,4,"2019-04-19"
"466","Enchochado de Ti",75,"Don Patricio","Don Patricio","La Dura Vida del Joven Rapero",13,"España",0.556,0.508,7,-6.564,1,0.352,0.402,0.00533,0.165,0.53,180.071,213373,4,"2019-01-27"
"467","Someone Else",44,"Mike Wit","Mike Wit feat. Carlota Mad","What The End of A Relationship Sounds Like",14,"España",0.609,0.734,5,-4.527,1,0.0419,0.522,4.46e-06,0.0721,0.572,109.925,218662,4,"2019-05-03"
"468","Contra La Pared",86,"Sean Paul","Sean Paul feat. J Balvin","Contra La Pared",15,"España",0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,"2019-03-14"
"469","Feel The Gold",55,"GLDN","GLDN feat. Kevu","Feel The Gold",16,"España",0.616,0.762,0,-5.239,1,0.0369,0.0145,0.000907,0.336,0.513,104.99,157732,4,"2019-05-17"
"470","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",17,"España",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"471","Con Calma",95,"Daddy Yankee","Daddy Yankee feat. Snow","Con Calma",18,"España",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"2019-01-24"
"472","HP",91,"Maluma","Maluma","HP",19,"España",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-03-01"
"473","Cristina (feat. Shelow Shaq)",79,"Maffio","Maffio feat. Justin Quiles feat. Nacho feat. Shelow Shaq","Cristina (feat. Shelow Shaq)",20,"España",0.861,0.599,1,-4.205,1,0.246,0.183,0,0.0921,0.869,102.119,186893,4,"2019-03-29"
"474","Si Se Da",86,"Myke Towers","Myke Towers feat. Farruko","Si Se Da",21,"España",0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"475","Swing",84,"Danny Ocean","Danny Ocean","54+1",22,"España",0.729,0.616,8,-6.422,1,0.249,0.458,0,0.082,0.532,106.486,155058,4,"2019-03-22"
"476","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",23,"España",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"477","Presiento",68,"Morat","Morat feat. Aitana","Balas Perdidas (Edición Especial)",24,"España",0.711,0.727,2,-3.15,1,0.162,0.168,0,0.296,0.465,180.039,174380,4,"2018-10-25"
"478","Soltera",83,"Lunay","Lunay feat. Chris Jeday feat. Gaby Music","Soltera",25,"España",0.778,0.731,5,-4.325,1,0.0399,0.446,0,0.251,0.854,91.991,213913,4,"2019-02-21"
"479","Déjate Querer",83,"Lalo Ebratt","Lalo Ebratt feat. Sebastian Yatra feat. Yera feat. Trapical Minds","Déjate Querer",26,"España",0.755,0.792,6,-4.238,1,0.0484,0.028,0,0.0754,0.844,106.014,202824,4,"2019-02-28"
"480","Ganas",40,"D3llano","D3llano feat. Kira Brown feat. J. Parker","Ganas",27,"España",0.476,0.445,7,-10.239,0,0.387,0.448,7.13e-05,0.141,0.377,81.396,175243,4,"2019-02-15"
